age,gender,region_category,membership_category,joining_date,joined_through_referral,preferred_offer_types,medium_of_operation,internet_option,last_visit_time,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn_risk_score
16,F,Town,Basic Membership,2017-07-09,,Credit/Debit Card Offers,Smartphone,Fiber_Optic,13:48:22,,30.14,18792.31,7.0,141.5132013118415,Yes,No,Yes,Unsolved,Too many ads,5.0
57,F,City,No Membership,2016-01-27,No,Without Offers,,Wi-Fi,20:58:28,5.0,333.34,47241.32,8.0,,Yes,Yes,Yes,Solved in Follow-up,Too many ads,5.0
11,M,Town,Silver Membership,2017-01-02,Yes,Gift Vouchers/Coupons,,Wi-Fi,03:42:26,12.0,275.13,29072.86,26.0,733.97,Yes,No,No,Not Applicable,Poor Customer Service,3.0
39,M,Town,No Membership,2017-11-01,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,15:39:05,9.0,241.74,33170.16,6.0,551.11,Yes,No,Yes,No Information Available,,5.0
45,M,City,Premium Membership,2016-02-03,No,Without Offers,,Mobile_Data,11:46:54,14.0,31.15,66982.61,8.0,164.80076897738957,Yes,No,Yes,Unsolved,Products always in Stock,2.0
33,M,Village,No Membership,2015-12-03,No,Without Offers,Desktop,Wi-Fi,18:50:35,15.0,49.86,44289.97,25.0,703.96,Yes,No,No,Not Applicable,Poor Customer Service,4.0
30,M,Village,No Membership,2016-07-29,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,08:55:48,21.0,30.37,49404.86,23.0,630.61,Yes,No,Yes,No Information Available,Poor Website,5.0
19,F,Town,Platinum Membership,2017-01-22,No,Gift Vouchers/Coupons,,Mobile_Data,23:04:40,15.0,483.03,52702.67,3.0,389.3564431980522,No,Yes,Yes,No Information Available,User Friendly Website,2.0
43,M,City,No Membership,2015-08-14,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,06:23:02,17.0,108.3,21725.57,21.0,225.00442762412771,No,Yes,No,Not Applicable,Poor Website,4.0
29,F,Town,Silver Membership,2016-04-09,No,Without Offers,Desktop,Fiber_Optic,20:56:20,18.0,300.38,12069.06,7.0,777.31,No,Yes,No,Not Applicable,Too many ads,3.0
10,M,City,Gold Membership,2015-11-10,Yes,Credit/Debit Card Offers,,Wi-Fi,17:25:38,1.0,100.65,8515.5,6.0,757.7,Yes,No,No,Not Applicable,,3.0
20,F,Village,No Membership,2016-12-08,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,18:29:25,22.0,272.31,42743.44,12.0,687.26,Yes,No,No,Not Applicable,Poor Product Quality,5.0
61,F,Village,Silver Membership,2017-05-14,,Gift Vouchers/Coupons,,Fiber_Optic,07:48:25,17.0,,29156.1,10.0,710.38,Yes,No,Yes,No Information Available,,4.0
10,M,Town,Gold Membership,2016-01-12,No,Credit/Debit Card Offers,,Wi-Fi,10:16:14,4.0,127.37,15719.24,10.0,634.88,Yes,No,Yes,Unsolved,Poor Website,4.0
17,F,City,No Membership,2015-11-25,,Without Offers,Desktop,Fiber_Optic,21:06:46,20.0,162.93,31100.95,11.0,633.05,No,Yes,Yes,Solved,Too many ads,5.0
60,M,Town,No Membership,2016-11-02,Yes,Without Offers,Desktop,Fiber_Optic,20:03:13,18.0,498.09,48125.94,27.0,,No,Yes,No,Not Applicable,Poor Product Quality,5.0
11,F,,Gold Membership,2016-07-28,Yes,Without Offers,Desktop,Wi-Fi,09:36:43,10.0,185.53,60143.68,4.0,836.08,Yes,No,Yes,Solved in Follow-up,User Friendly Website,1.0
60,M,City,Gold Membership,2017-07-02,Yes,Gift Vouchers/Coupons,Both,Fiber_Optic,02:31:33,11.0,537.25,1773.49,6.0,711.76,Yes,Yes,No,Not Applicable,Poor Product Quality,3.0
12,M,City,Premium Membership,2015-03-02,No,Credit/Debit Card Offers,Desktop,Wi-Fi,21:45:25,8.0,198.26,26105.24,7.0,721.36,Yes,No,No,Not Applicable,Poor Customer Service,3.0
52,M,Town,Silver Membership,2015-10-08,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,23:17:22,9.0,119.47,10101.48,28.0,158.54776452544024,Yes,No,No,Not Applicable,Poor Website,4.0
30,M,City,Basic Membership,2016-10-13,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,22:46:55,15.0,68.19,21111.9,23.0,574.01,Yes,Yes,Yes,Solved in Follow-up,Poor Customer Service,5.0
26,M,,No Membership,2017-11-29,Yes,Without Offers,Desktop,Wi-Fi,14:55:59,3.0,215.89,41979.65,9.0,,No,Yes,No,Not Applicable,Too many ads,5.0
26,F,Town,No Membership,2017-07-01,Yes,Without Offers,Desktop,Wi-Fi,04:16:41,20.0,194.85,5912.06,13.0,568.34,Yes,No,No,Not Applicable,Too many ads,5.0
49,F,Village,Platinum Membership,2017-06-09,Yes,Credit/Debit Card Offers,Both,Fiber_Optic,23:11:17,8.0,706.36,19062.25,,780.58,Yes,No,No,Not Applicable,Poor Product Quality,3.0
24,M,City,Premium Membership,2016-10-10,,Without Offers,Desktop,Fiber_Optic,21:06:08,15.0,210.44,35531.98,25.0,745.49,Yes,No,No,Not Applicable,Poor Product Quality,3.0
22,M,Town,No Membership,2017-06-02,Yes,Without Offers,,Wi-Fi,00:22:50,4.0,,8415.63,17.0,650.44,No,Yes,Yes,Solved in Follow-up,Too many ads,5.0
33,F,Town,Premium Membership,2017-02-02,,Credit/Debit Card Offers,Desktop,Wi-Fi,05:06:03,12.0,394.26,34697.85,19.0,752.3,Yes,No,Yes,No Information Available,Poor Website,3.0
17,M,City,Platinum Membership,2015-12-20,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,01:51:39,6.0,348.07,94100.72,4.0,824.95,Yes,Yes,No,Not Applicable,User Friendly Website,1.0
36,M,Village,Silver Membership,2016-11-28,Yes,Gift Vouchers/Coupons,,Mobile_Data,06:06:05,2.0,691.09,17989.46,,,No,Yes,Yes,Solved,,4.0
12,M,City,Premium Membership,2017-02-13,No,Without Offers,Desktop,Mobile_Data,22:27:40,8.0,33.09,55607.35,,,Yes,No,No,Not Applicable,User Friendly Website,1.0
58,F,Village,Gold Membership,2017-11-09,No,Without Offers,Smartphone,Mobile_Data,21:21:14,11.0,30.78,48080.03,10.0,713.62,Yes,No,No,Not Applicable,Poor Product Quality,3.0
41,M,Town,Platinum Membership,2016-11-20,No,Without Offers,Both,Fiber_Optic,23:21:15,13.0,282.87,27528.03,27.0,743.8,Yes,No,No,Not Applicable,Poor Website,3.0
30,M,City,Platinum Membership,2015-12-11,,Gift Vouchers/Coupons,Smartphone,Wi-Fi,14:13:01,20.0,100.42,86433.91,,719.93,No,Yes,Yes,Unsolved,Reasonable Price,2.0
50,M,City,Premium Membership,2015-10-25,No,Credit/Debit Card Offers,Desktop,Wi-Fi,03:10:02,18.0,154.7,24197.4,29.0,,No,Yes,Yes,Solved,Too many ads,3.0
38,M,Town,Gold Membership,2017-10-15,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,12:05:44,8.0,324.75,28535.13,27.0,770.31,Yes,Yes,Yes,Solved,Poor Customer Service,3.0
20,M,City,Silver Membership,2015-01-27,Yes,Without Offers,Desktop,Fiber_Optic,04:11:19,16.0,237.39,25000.09,16.0,704.4,No,Yes,No,Not Applicable,Poor Website,4.0
35,F,Village,Gold Membership,2016-10-30,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,05:36:03,20.0,148.24,30984.56,11.0,729.04,Yes,No,No,Not Applicable,Poor Customer Service,3.0
43,M,Town,Premium Membership,2017-04-26,Yes,Without Offers,Both,Wi-Fi,03:32:50,16.0,773.83,9091.94,20.0,700.4,No,Yes,No,Not Applicable,Poor Product Quality,3.0
32,M,City,Silver Membership,2017-07-24,Yes,Without Offers,,Fiber_Optic,02:35:02,13.0,117.68,19822.82,43.36004149963438,,Yes,No,No,Not Applicable,Too many ads,3.0
40,F,Town,Platinum Membership,2015-08-22,,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,11:27:38,18.0,251.06,63416.63,12.0,1087.184702164714,No,Yes,Yes,Solved in Follow-up,Products always in Stock,2.0
40,F,Town,Silver Membership,2017-08-21,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,02:12:51,,46.57,24045.93,8.0,709.73,No,Yes,No,Not Applicable,Poor Product Quality,3.0
48,F,Town,No Membership,2017-03-17,,Credit/Debit Card Offers,Smartphone,Wi-Fi,08:24:51,12.0,539.49,49270.76,12.0,503.95,Yes,No,No,Not Applicable,Too many ads,5.0
35,M,Town,Premium Membership,2015-05-11,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,09:20:14,12.0,34.48,48679.07,6.0,779.59,Yes,No,No,Not Applicable,Poor Product Quality,3.0
28,M,Village,Gold Membership,2017-05-17,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,09:42:14,9.0,,13131.05,13.0,820.91,Yes,Yes,No,Not Applicable,Quality Customer Care,1.0
44,F,,No Membership,2016-08-23,Yes,Without Offers,Both,Wi-Fi,22:22:17,13.0,283.49,7603.71,,553.45,Yes,Yes,Yes,Unsolved,,5.0
10,M,,Basic Membership,2015-06-08,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,11:07:18,12.0,31.67,25436.23,,656.67,No,Yes,No,Not Applicable,Poor Website,4.0
35,M,Town,No Membership,2017-11-27,Yes,Without Offers,Smartphone,Mobile_Data,22:34:23,4.0,157.03,22975.33,18.0,548.1,No,Yes,No,Not Applicable,Poor Website,5.0
43,M,Town,No Membership,2015-04-06,No,Credit/Debit Card Offers,,Mobile_Data,13:41:04,11.0,227.23,29602.15,24.0,663.63,No,Yes,Yes,Unsolved,Poor Product Quality,4.0
28,M,Village,Basic Membership,2017-10-29,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,12:46:58,4.0,457.33,20883.28,14.0,,No,Yes,No,Not Applicable,Too many ads,5.0
53,M,Town,Platinum Membership,2017-01-27,No,Without Offers,,Fiber_Optic,12:50:50,6.0,228.02,46353.54,19.0,302.005898539957,Yes,No,Yes,No Information Available,,3.0
55,F,Town,Premium Membership,2017-09-03,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,22:22:34,18.0,42.77,8996.95,,749.56,Yes,No,Yes,Unsolved,Poor Website,3.0
59,F,Town,No Membership,2017-06-08,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,10:53:03,,207.52,12556.28,10.0,,No,Yes,No,Not Applicable,,4.0
39,M,City,No Membership,2016-12-01,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,04:04:47,13.0,98.57,2645.63,23.0,674.42,No,Yes,No,Not Applicable,Poor Product Quality,5.0
11,M,City,Gold Membership,2016-06-22,No,Credit/Debit Card Offers,,Wi-Fi,01:42:15,23.0,176.31,8983.02,25.0,707.46,No,Yes,Yes,Solved,Poor Product Quality,4.0
37,M,Village,No Membership,2016-05-17,,Without Offers,Both,Mobile_Data,03:29:16,17.0,687.16,29101.96,18.0,713.82,Yes,Yes,No,Not Applicable,Poor Customer Service,4.0
53,M,City,No Membership,2017-04-06,No,Credit/Debit Card Offers,Desktop,Wi-Fi,06:24:30,,253.96,19233.1,25.0,1032.199126230719,Yes,No,Yes,Solved,Poor Website,5.0
57,M,Town,No Membership,2016-01-02,No,Without Offers,Desktop,Fiber_Optic,03:26:00,13.0,119.1,44341.82,,563.92,Yes,No,Yes,No Information Available,Poor Customer Service,5.0
47,M,Town,Silver Membership,2015-07-22,,Without Offers,,Wi-Fi,17:26:06,10.0,131.86,26399.43,17.0,757.01,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,3.0
50,M,Town,Gold Membership,2015-01-21,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,18:29:15,19.0,65.39,17054.69,21.0,353.3690014856328,No,Yes,Yes,Solved,,3.0
49,F,City,Silver Membership,2016-08-25,Yes,Gift Vouchers/Coupons,,Wi-Fi,10:39:05,3.0,74.9,41612.23,28.0,1196.5693152600402,No,Yes,Yes,Solved in Follow-up,,4.0
54,M,Town,Silver Membership,2017-06-21,,Credit/Debit Card Offers,Smartphone,Mobile_Data,04:30:27,20.0,,42060.89,24.0,684.69,Yes,No,Yes,No Information Available,Poor Website,4.0
30,M,Village,Gold Membership,2016-09-17,No,Without Offers,Desktop,Fiber_Optic,10:45:58,9.0,97.74,32347.7,27.0,,No,Yes,No,Not Applicable,Poor Customer Service,3.0
25,F,City,Silver Membership,2015-08-20,,Without Offers,,Mobile_Data,04:45:26,13.0,135.21,3561.26,17.0,,Yes,No,Yes,Solved,Too many ads,3.0
53,F,City,Premium Membership,2015-04-02,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,21:35:56,18.0,172.99,9044.15,8.0,763.14,Yes,No,Yes,Solved in Follow-up,Products always in Stock,1.0
54,M,,Basic Membership,2015-08-07,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,19:26:54,13.0,254.72,11345.66,7.0,572.41,No,Yes,Yes,Solved in Follow-up,Poor Product Quality,5.0
62,F,City,No Membership,2016-10-13,No,Without Offers,Both,Fiber_Optic,07:55:41,5.0,304.52,47658.52,29.0,699.19,No,Yes,Yes,Solved,Too many ads,4.0
30,F,,No Membership,2017-11-13,,Credit/Debit Card Offers,Desktop,Wi-Fi,08:37:37,13.0,264.54,40756.7,26.0,628.31,Yes,No,No,Not Applicable,Too many ads,5.0
30,M,City,Silver Membership,2017-06-03,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,02:48:44,12.0,191.41,25575.44,,648.68,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,4.0
51,M,Town,Premium Membership,2015-12-10,Yes,Without Offers,Desktop,Wi-Fi,10:11:22,13.0,135.09,48819.9,8.0,,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,3.0
29,M,Village,Silver Membership,2017-11-07,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,05:44:02,12.0,123.37,13032.52,6.0,,Yes,No,No,Not Applicable,,4.0
16,M,City,Silver Membership,2017-11-06,,Gift Vouchers/Coupons,Desktop,Fiber_Optic,06:48:52,9.0,355.31,20457.22,5.0,1233.7697272353937,Yes,Yes,Yes,Solved in Follow-up,Poor Product Quality,3.0
25,F,Village,Gold Membership,2017-05-18,Yes,Without Offers,Smartphone,Mobile_Data,15:00:18,11.0,31.88,35414.54,20.0,788.67,No,Yes,No,Not Applicable,,3.0
62,F,City,Basic Membership,2017-07-06,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,10:16:47,14.0,125.0,38802.24,28.0,,No,Yes,Yes,Unsolved,,4.0
24,F,Town,Premium Membership,2017-08-29,Yes,Without Offers,Desktop,Fiber_Optic,20:42:49,5.0,181.34,43554.96,1.0,728.69,Yes,No,Yes,Solved in Follow-up,Products always in Stock,2.0
48,M,City,No Membership,2015-03-27,Yes,,Desktop,Mobile_Data,18:59:30,8.0,960.62,13954.02,17.0,631.15,No,Yes,Yes,Solved,Poor Customer Service,4.0
56,M,Village,Basic Membership,2017-08-22,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,18:27:08,24.0,48.59,28071.04,16.0,533.05,No,Yes,Yes,Solved,Poor Website,5.0
17,M,,Basic Membership,2016-12-28,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,13:52:30,12.0,30.12,15027.14,12.0,,No,Yes,No,Not Applicable,,5.0
23,F,Town,Gold Membership,2016-08-04,Yes,Without Offers,Desktop,Wi-Fi,10:53:56,21.0,727.69,4919.72,13.0,758.83,Yes,Yes,No,Not Applicable,Too many ads,3.0
42,F,City,No Membership,2016-06-23,No,Gift Vouchers/Coupons,Both,Fiber_Optic,12:35:00,3.0,419.51,14661.42,,404.4897583720529,No,Yes,Yes,Solved in Follow-up,,5.0
18,M,Town,Basic Membership,2015-12-22,No,Credit/Debit Card Offers,Desktop,Mobile_Data,05:19:35,11.0,293.42,2521.3,,964.8409708374116,Yes,No,Yes,No Information Available,Poor Customer Service,5.0
23,M,City,Gold Membership,2015-06-21,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,07:05:14,10.0,934.354219849904,11955.94,24.0,630.8,No,Yes,Yes,Unsolved,Poor Customer Service,4.0
52,F,City,Basic Membership,2017-11-13,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,20:27:36,4.0,826.51,14877.24,25.0,522.61,Yes,No,No,Not Applicable,Poor Customer Service,5.0
49,F,Town,Premium Membership,2016-09-02,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,16:09:53,21.0,115.41,41156.81,27.0,741.02,No,Yes,No,Not Applicable,Poor Customer Service,3.0
30,M,,Premium Membership,2017-05-14,No,Gift Vouchers/Coupons,,Wi-Fi,01:07:51,7.0,481.45,4207.45,28.0,776.36,Yes,Yes,No,Not Applicable,Poor Customer Service,3.0
31,F,Town,Basic Membership,2016-08-18,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,10:40:33,14.0,148.95,2364.45,,634.51,No,Yes,No,Not Applicable,Too many ads,5.0
27,M,City,Silver Membership,2016-10-23,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,19:13:01,21.0,357.45,29825.45,9.0,665.63,No,Yes,Yes,Solved,Poor Website,4.0
56,M,City,Gold Membership,2016-04-24,No,Without Offers,Desktop,Fiber_Optic,02:55:41,21.0,1386.2328573111793,9454.17,19.0,778.27,Yes,No,No,Not Applicable,Too many ads,3.0
11,M,,Silver Membership,2016-08-24,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,10:45:18,15.0,96.14,11995.93,19.0,207.1697690180181,Yes,No,No,Not Applicable,Poor Customer Service,4.0
31,F,Town,Silver Membership,2017-04-13,No,Credit/Debit Card Offers,Both,Wi-Fi,18:41:44,10.0,428.05,6325.08,28.0,80.09369312905504,No,Yes,No,Not Applicable,Poor Product Quality,4.0
29,M,Town,Premium Membership,2016-05-07,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,10:59:38,14.0,42.48,16098.94,21.0,766.85,Yes,No,Yes,Solved,Poor Website,3.0
31,F,City,Silver Membership,2016-04-20,Yes,Without Offers,Smartphone,Wi-Fi,10:24:44,24.0,33.91,23226.43,7.0,762.48,No,Yes,Yes,Solved,Poor Customer Service,3.0
11,F,Town,Basic Membership,2015-03-10,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,12:23:20,8.0,1060.5279791549135,10990.31,16.0,271.71438129394863,Yes,No,No,Not Applicable,Poor Product Quality,5.0
14,M,Town,Basic Membership,2017-07-19,No,Credit/Debit Card Offers,Desktop,Mobile_Data,15:34:53,,1156.4319042423044,32302.27,24.0,520.33,No,Yes,No,Not Applicable,Poor Customer Service,5.0
26,M,City,Silver Membership,2017-11-14,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,09:43:15,7.0,187.91,17002.23,11.0,700.11,No,Yes,No,Not Applicable,Too many ads,3.0
62,M,,Premium Membership,2016-01-09,No,Credit/Debit Card Offers,Desktop,Mobile_Data,04:35:00,10.0,284.09,48305.86,,730.05,No,Yes,No,Not Applicable,Poor Website,3.0
43,F,Village,Silver Membership,2016-12-12,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,20:43:54,20.0,,16186.76,8.0,633.22,Yes,No,No,Not Applicable,Poor Customer Service,4.0
23,M,Town,Gold Membership,2016-03-17,,Gift Vouchers/Coupons,Desktop,Fiber_Optic,12:10:42,12.0,109.76,46102.66,8.0,783.03,Yes,No,No,Not Applicable,Poor Product Quality,3.0
57,M,Town,Gold Membership,2015-08-30,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,12:52:22,,56.63,10171.97,23.0,757.61,Yes,No,Yes,Solved in Follow-up,,3.0
17,M,,Gold Membership,2015-11-12,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,22:48:57,21.0,81.15,46109.6,17.0,270.4676559723125,Yes,No,No,Not Applicable,,4.0
42,M,City,Platinum Membership,2015-06-08,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,16:48:16,10.0,1195.7326664672294,31504.62,10.0,1207.2537286760455,Yes,No,No,Not Applicable,Poor Customer Service,3.0
21,F,City,Silver Membership,2016-03-11,No,Credit/Debit Card Offers,,Mobile_Data,08:26:10,7.0,99.95,22865.42,21.0,,No,Yes,No,Not Applicable,,3.0
46,M,Village,No Membership,2017-03-16,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,21:40:49,21.0,287.39,44809.68,27.0,629.6,No,Yes,No,Not Applicable,Poor Product Quality,4.0
41,M,,Silver Membership,2016-11-25,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,16:58:58,,892.02,36394.44,26.0,630.98,Yes,Yes,Yes,Unsolved,Poor Website,4.0
61,M,City,Basic Membership,2017-05-31,,Gift Vouchers/Coupons,Smartphone,Mobile_Data,16:22:43,7.0,115.29,13019.31,14.0,164.07034816193467,Yes,No,Yes,Solved in Follow-up,Poor Product Quality,4.0
15,F,City,Premium Membership,2015-08-04,,Gift Vouchers/Coupons,Desktop,Fiber_Optic,08:50:18,5.0,185.05,43833.54,15.0,743.57,No,Yes,No,Not Applicable,Poor Product Quality,3.0
56,M,,Gold Membership,2016-07-08,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,14:23:57,16.0,30.16,33886.44,5.0,670.11,No,Yes,No,Not Applicable,Poor Customer Service,4.0
35,M,City,Gold Membership,2015-03-26,No,Without Offers,Both,Fiber_Optic,23:40:39,17.0,219.13,70247.76,3.0,1293.1693808393377,Yes,Yes,No,Not Applicable,User Friendly Website,1.0
57,M,Town,No Membership,2015-01-13,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,17:11:02,8.0,400.35,30248.45,9.0,660.25,No,Yes,Yes,Unsolved,Poor Customer Service,4.0
64,M,Town,No Membership,2015-03-16,No,Credit/Debit Card Offers,Desktop,Wi-Fi,20:56:30,20.0,49.24,39981.97,12.0,648.6,Yes,No,Yes,Solved,Too many ads,5.0
21,M,Town,Basic Membership,2017-02-28,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,11:52:02,16.0,590.85,21919.13,14.0,610.24,Yes,No,Yes,Solved,Poor Product Quality,5.0
53,F,Town,Gold Membership,2017-01-27,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,16:36:42,22.0,1142.148835374673,34918.7,6.0,699.08,Yes,No,Yes,Solved in Follow-up,Poor Website,4.0
26,M,Village,No Membership,2017-06-26,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,19:47:41,16.0,138.33,8025.77,29.0,1016.7857130097486,Yes,No,No,Not Applicable,Poor Customer Service,4.0
61,M,Town,Gold Membership,2016-01-08,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,23:11:54,7.0,516.46,45544.33,29.0,780.96,No,Yes,Yes,Unsolved,Too many ads,3.0
30,M,Town,No Membership,2015-04-28,No,Without Offers,Desktop,Fiber_Optic,01:15:19,19.0,211.19,2554.48,10.0,622.45,Yes,Yes,Yes,Solved,Poor Website,5.0
38,M,Town,Gold Membership,2015-08-13,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,00:12:11,19.0,942.84,49037.16,6.0,,No,Yes,No,Not Applicable,,3.0
35,F,City,Gold Membership,2015-06-24,No,Without Offers,Smartphone,Fiber_Optic,22:58:40,10.0,267.45,32922.76,8.0,701.45,No,Yes,No,Not Applicable,,4.0
61,F,,No Membership,2017-07-17,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,20:14:13,22.0,34.37,3862.41,10.0,602.86,No,Yes,No,Not Applicable,Too many ads,5.0
53,M,City,Gold Membership,2017-05-05,No,Credit/Debit Card Offers,Desktop,Mobile_Data,01:28:39,19.0,213.34,8860.9,6.0,671.74,Yes,No,Yes,Solved,Poor Website,4.0
55,M,Town,No Membership,2017-11-26,No,Credit/Debit Card Offers,,Wi-Fi,05:31:13,23.0,50.48,8944.54,25.0,626.96,Yes,No,Yes,Unsolved,Poor Customer Service,5.0
23,M,City,Basic Membership,2016-01-30,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,06:40:31,13.0,1044.243493684985,26060.01,22.0,684.88,Yes,No,Yes,Solved,Poor Website,4.0
11,M,Town,Premium Membership,2015-04-23,Yes,Gift Vouchers/Coupons,Both,Mobile_Data,14:01:27,,628.79,33199.52,22.0,777.94,Yes,No,Yes,No Information Available,Poor Customer Service,3.0
